start,end,today,consent,village_name,gvh_name,ta_name,farmer_gender,farmer_age,farmer_hoh,hoh_education,n_years_farming,own_livestock,own_livestock_animals,own_livestock_animals.cows,own_livestock_animals.chickens,own_livestock_animals.pigs,own_livestock_animals.goats,own_livestock_animals.sheep,own_livestock_animals.other,farming_main_income,household_main_income,n_acres_farm,n_acres_maize,source_water_farm,chem_fertilizer,chem_fertilizer_type,n_bags_npk,n_bags_npk_subsidized,price_bags_npk_nonsubsidized,price_bags_npk_subsidized,enough_bags_npk,n_bags_npk_desired,n_bags_npk_buying_next_year,n_bags_urea,n_bags_urea_subsidized,price_bags_urea_nonsubsidized,price_bags_urea_subsidized,enough_bags_urea,n_bags_urea_desired,n_bags_urea_buying_next_year,able_buy_bags_past,n_bags_maize_t1_season,n_bags_maize_t2_season,n_bags_maize_t3_season,fertilizer_comparison_5years,same_tool_for_fertilizer,single_tool_fertilizer,single_tool_fertilizer_other,tool_basal_fertilizer,tool_basal_fertilizer_other,tool_topdressing_fertilizer,tool_topdressing_fertilizer_other,timing_fertilizer,timing_fertilizer_mix_ntimes,timing_fertilizer_mix,timing_fertilizer_mix_other,place_fertilizer_mix,place_fertilizer_mix_other,ratio_fertilizer_mix_npk,ratio_fertilizer_mix_urea,timing_fertilizer_mix_t1,timing_fertilizer_mix_t1_other,place_fertilizer_mix_t1,place_fertilizer_mix_t1_other,ratio_fertilizer_mix_t1_npk,ratio_fertilizer_mix_t1_urea,timing_fertilizer_mix_t2,timing_fertilizer_mix_t2_other,place_fertilizer_mix_t2,place_fertilizer_mix_t2_other,ratio_fertilizer_mix_t2_npk,ratio_fertilizer_mix_t2_urea,timing_basal_fertilizer,timing_basal_fertilizer_other,place_basal_fertilizer,place_basal_fertilizer_other,timing_topdressing,timing_topdressing_other,place_topdressing,place_topdressing_other,basal_fertilizer_grams,topdressing_fertilizer_grams,know_recommended_tools,reason_no_use_scoop,reason_no_use_scoop_other,would_use_scoop_if_given,would_use_scoop_if_available,wtp_scoop,selling_points_scoop,selling_points_scoop_location,know_price_scoop,price_scoop,type_seed,n_seeds,planting_distance,ridges_distance,several_plants_emerging,intercropping,intercrop_type,intercrop_type_other,pesticide_use,fertilizer_subsidy_received,concern_fertilizer_removed,concern_fertilizer_removed_explain,fertilizer_programme_effective,fertilizer_programme_improvements,fertilizer_programme_improvements_explain,apply_org_fertilizer,origin_org_fertilizer,how_apply_org_fertilizer,challenges_org_fertilizer,type_challenges_org_fertilizer,type_challenges_org_fertilizer_other,sufficient_org_fertilizer,subsidies_org_fertilizer,health_soil_now,health_soil_t10,reasons_changes,suggestions_soil_improvement,final_comments,end_message,uuid
2024-07-30T08:01:08Z,2024-07-30T17:51:03Z,2024-07-30,Yes,David,Gvh,Nsomba,Female,30,Yes,Secondary,More than 5 years,Yes,goats chickens,0,1,0,1,0,0,Yes,NA,0.8,0.8,Rain-fed,Yes,Both,1,0,70000,NA,No,2,2,1,0,70000,NA,No,2,2,No,10,15,15,Not sure,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,Close (ca. 10cm) to the planting station,NA,Other,When maize are at knee height,Close (ca. 10cm) to the planting station,NA,16,12.3,Yes,Don't know where to buy one,NA,Yes,Yes,200,No,NA,No,NA,Hybrid,3 seeds,56,68,No,Yes,Pigeon Peas,NA,No,No,Concerned,I can't manage to keep buying fertilizer at full price,No,Yes,It should benefit the needy farmers,No,NA,NA,NA,NA,NA,Not sure,Not sure,Healthy,NA,I harvest a lot from the land,Not sure,NA,NA,0ac94df3-4335-4516-9fe9-10ee7d6a268e
2024-07-30T08:21:48Z,2024-07-30T17:51:06Z,2024-07-30,Yes,David,Mwangata,Nsomba,Male,21,No,Secondary,More than 5 years,Yes,goats,0,0,0,1,0,0,Yes,NA,1,1,Rain-fed,Yes,Both,1,0,65000,NA,No,2,2,1,0,65000,NA,No,2,2,No,5.5,11,15,Not sure,Yes,Teaspoon,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,Close (ca. 10cm) to the planting station,NA,28 days after basal application,NA,Close (ca. 10cm) to the planting station,NA,9.5,4.799999999999999,Yes,Don't know where to buy one,NA,Yes,Yes,500,Yes,At an agro dealer,No,NA,Local variety,2 seeds,43,73,No,No,NA,NA,No,No,Concerned,They lessen our burden of getting money for fertilizer,No,Not sure,NA,Yes,Manure from own livestock,Apply in planting stations before planting,No,NA,NA,Not sure,Yes,Healthy,NA,It's lumpy and holds water,Apply manure before planting,NA,NA,e1201588-bce0-46a3-803b-6b120d109ed9
2024-07-30T08:45:44Z,2024-07-30T17:51:09Z,2024-07-30,Yes,David,Mwangata,Nsomba,Male,68,Yes,Secondary,More than 5 years,Yes,chickens cows,1,1,0,0,0,0,Yes,NA,1,1,Rain-fed,Yes,Both,1.5,1,60000,15000,Yes,NA,1.5,1.5,1,60000,15000,Yes,NA,1.5,Yes,5,22,24,Same,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,Close (ca. 10cm) to the planting station,NA,21 days after basal application,NA,Close (ca. 10cm) to the planting station,NA,8.899999999999999,14.099999999999998,Yes,Other,They do not come with the fertilizer anymore,Yes,No,500,No,NA,No,NA,Hybrid,2 seeds,47,78,No,Yes,Beans,NA,No,Yes,Not concerned,We need to sweat to get what is valuable,No,Not sure,NA,Yes,Manure from own livestock,Apply in planting stations before planting,Yes,Attracts pests,NA,No,No,Healthy,NA,I apply manure every growing season,Apply manure to make the soil have good texture,NA,NA,05de2127-d797-40b0-a581-74eb3c44dd41
2024-07-30T09:05:45Z,2024-07-30T17:51:13Z,2024-07-30,Yes,David,Mkwapatila,Nsomba,Female,22,No,Secondary,Between 2 and 5 years,Yes,chickens,0,1,0,0,0,0,Yes,NA,0.5,0.5,Rain-fed,Yes,Both,0.2,0,10000,NA,No,1,1,0.2,0,10000,NA,No,1,1,No,1,8,10,More,Yes,Hands,NA,NA,NA,NA,NA,At the same time,Twice,NA,NA,NA,NA,NA,NA,Soon after germination,NA,Close (ca. 10cm) to the planting station,NA,1,1,Other,When the maize reaches hip height,Close (ca. 10cm) to the planting station,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Don't know where to buy one,NA,Yes,Yes,1000,No,NA,No,NA,Local variety,2 seeds,47,81,No,Yes,Pigeon Peas,NA,No,No,Concerned,It's much affordable with subsidies,Yes,No,NA,Yes,Manure from own livestock,Apply in planting stations before planting,No,NA,NA,No,Not sure,Healthy,NA,I do manage to get a good harvest when rain is good,Applying manure and burying cleared maize remains in field,NA,NA,c374e282-0823-4f89-bcb9-bbe1f24a800a
2024-07-30T09:21:18Z,2024-07-30T17:51:17Z,2024-07-30,Yes,David,Mwangata,Nsomba,Female,60,Yes,Primary,More than 5 years,Yes,chickens,0,1,0,0,0,0,Yes,NA,0.8,0.8,Rain-fed,Yes,Both,0.5,0.5,NA,15000,No,2,NA,0.5,0.5,NA,15000,No,2,NA,No,0,4,6,Same,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,Close (ca. 10cm) to the planting station,NA,Other,Knee height,Close (ca. 10cm) to the planting station,NA,12.099999999999998,8.2,No,Other,I do not know about them,Yes,Yes,200,No,NA,No,NA,Hybrid,2 seeds,42,73,No,Yes,Pigeon Peas,NA,No,Yes,Concerned,They go to very few people but still more they are helpful,No,Yes,People are well to do get to benefit at the expense of the needy farmers,No,NA,NA,NA,NA,NA,No,Not sure,Unhealthy,NA,"The maize does not do well, without applying fertilizer",Not sure,NA,NA,aea5a22e-b462-487e-805c-d06681ed5803
2024-07-30T09:38:13Z,2024-07-30T17:51:22Z,2024-07-30,Yes,David,Mwangata,Nsomba,Female,38,Yes,Secondary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,0.7,0.7,Rain-fed,Yes,Both,0.2,0.2,NA,15000,No,2,NA,0.2,0,15000,NA,No,2,NA,No,2,2,1.5,Not sure,Yes,"Metal bottle top with the lining (e.g., Fanta, Coca Cola, etc.)",NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,Close (ca. 10cm) to the planting station,NA,Other,At hip height,Close (ca. 10cm) to the planting station,NA,8.399999999999999,5.1,Yes,Other,It appears big,No,No,200,No,NA,No,NA,Local variety,2 seeds,46,91,No,Yes,Pigeon Peas,NA,No,No,Concerned,It has been beneficial,Not sure,Not sure,NA,No,NA,NA,NA,NA,NA,No,No,Unhealthy,NA,The soil is very loose and dusty,Do not know,NA,NA,d4819666-e11c-4b1b-817c-bb46ad7a3e6c
2024-07-30T09:57:45Z,2024-07-30T17:51:26Z,2024-07-30,Yes,David,Mwangata,Nsomba,Female,38,Yes,Secondary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,0.7,0.7,Rain-fed,Yes,Both,1,0,90000,NA,Yes,NA,1,1,0,90000,NA,Yes,NA,1,Yes,1,4,5,Same,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,Close (ca. 10cm) to the planting station,NA,Other,At knee height,Close (ca. 10cm) to the planting station,NA,NA,6.800000000000001,Yes,Other,It is slow,No,No,100,No,NA,No,NA,OPV (Open Pollinated Varieties),3 seeds,41,94,No,Yes,Pigeon Peas,NA,No,No,Concerned,It makes us on buying fertilizer,No,Yes,Biasness should be avoided,No,NA,NA,NA,NA,NA,No,No,Unhealthy,NA,The soil is loos and dusty,Apply manure,NA,NA,2d03230a-f0ca-461a-b75a-027b85477087
2024-07-30T10:14:07Z,2024-07-30T17:51:30Z,2024-07-30,Yes,David,Mwangata,Nsomba,Female,49,Yes,Primary,More than 5 years,Yes,chickens,0,1,0,0,0,0,Yes,NA,2.5,2.5,Rain-fed,Yes,Both,0.4,0,36000,NA,No,3,3,0.2,0,20000,NA,No,3,2,No,1,8,16,More,Yes,Hands,NA,NA,NA,NA,NA,At the same time,Twice,NA,NA,NA,NA,NA,NA,14 days after germination,NA,Close (ca. 10cm) to the planting station,NA,2,1,14 days after germination,NA,Close (ca. 10cm) to the planting station,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Other,I hear they are used with very strong fertilizer,Yes,No,200,No,NA,No,NA,Local variety,2 seeds,43,91,No,Yes,Pigeon Peas,NA,No,No,Not concerned at all,Past 2 years less than ten people benefit in the whole village,No,Yes,It should just end,Yes,Making own composite from organic residues,Apply in planting stations before planting,No,NA,NA,No,Not sure,Unhealthy,NA,The soil is loos and dusty,Apply manure,The land in this village is not fertile,NA,a3b9b789-49d8-4ffa-a86e-02ebe75fc39a
2024-07-30T10:41:00Z,2024-07-30T17:51:33Z,2024-07-30,Yes,David,Mwangata,Nsomba,Male,40,Yes,Primary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,0.5,0.5,Rain-fed,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0.5,3,3.5,Not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Other,Do not know about them,Yes,Yes,2000,No,NA,No,NA,Hybrid,2 seeds,43,87,No,Yes,Groundnut,NA,No,No,Very concerned,It gives us a chance to afford buying fertilizer,Yes,Not sure,NA,Yes,Manure from own livestock,Making a small hole to put the fertilizer in (like a chemical fertilizer),No,NA,NA,No,Not sure,Unhealthy,NA,It is dusty and very loos,Do not know,NA,NA,a91dcac5-5c99-4fbf-a310-d3a7347e62a1
2024-07-30T10:53:01Z,2024-07-30T17:51:35Z,2024-07-30,Yes,David,Mwangata,Nsomba,Male,22,No,Secondary,Between 2 and 5 years,Yes,cows chickens goats,1,1,0,1,0,0,Yes,NA,0.5,0.5,Rain-fed,Yes,Both,0.5,0,76000,NA,No,1,1,0.5,0,76000,NA,No,1,1,No,2.5,4,5,Same,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,Close (ca. 10cm) to the planting station,NA,Other,When the maize was about to flower,Close (ca. 10cm) to the planting station,NA,7.099999999999998,6.599999999999998,No,Other,Do not know about them,Yes,No,500,No,NA,No,NA,Local variety,2 seeds,36,80,No,Yes,Other,Pumpkins,No,No,Concerned,When you are lucky to be a beneficiary that year it helps you get fertilizer,No,Yes,It should reach more people not just a few,Yes,Buying compost from producers,Mix with chemical fertilizers and apply,No,NA,NA,Yes,No,Unhealthy,NA,It is loos and does not hold water,Apply manure,The soil here is very unfertile,NA,341b81cf-8fb0-4b9c-99ed-28c7aa40b218
2024-07-30T11:20:36Z,2024-07-30T17:51:37Z,2024-07-30,Yes,David,Mwangata,Nsomba,Female,39,No,Primary,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,1,1,Rain-fed,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0.5,4,3,Not sure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Don't know where to buy one,NA,Yes,Yes,500,No,NA,No,NA,Local variety,3 seeds,46,78,No,Yes,Pigeon Peas,NA,No,No,Neutral,It's been some years I was a beneficiary,No,Not sure,NA,No,NA,NA,NA,NA,NA,No,Not sure,Unhealthy,NA,It's very loos and does not keep moisture,Apply manure,NA,NA,c56f0baf-c0fd-48f5-aed0-ed901c7f23f2
2024-07-31T09:41:26Z,2024-07-31T09:56:11Z,2024-07-31,Yes,Giya,Somba 2,Somba,Female,53,No,Primary,More than 5 years,Yes,cows goats chickens pigs,1,1,1,1,0,0,Yes,NA,1.8,1.5,Rain-fed,Yes,Both,2,1,90000,15000,No,2,NA,2,1,90000,15000,No,3,NA,Yes,15,48,60,More,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,21 days after basal application,NA,In the hole of the planting station,NA,12.2,12.3,Yes,Don't know where to buy one,NA,Yes,Yes,300,No,NA,No,NA,Hybrid,2 seeds,30,70,Yes,No,NA,NA,No,Yes,Very concerned,Fertilizer is expensive so we do deeply depends on subsidy fertilizer,Yes,Not sure,NA,No,NA,NA,NA,NA,NA,Yes,Yes,Unhealthy,NA,It depends on Fertilizer to produce me,Apply manure,NA,NA,d820849b-5eea-43bf-a1ad-bb8cba332b1d
2024-07-31T09:22:29Z,2024-07-31T09:40:54Z,2024-07-31,Yes,Giya,Somba2,Somba,Female,42,No,Primary,More than 5 years,Yes,cows chickens,1,1,0,0,0,0,No,Informal employment (self),1.5,1.5,Rain-fed,Yes,Both,1,1,NA,15000,No,2,NA,1,1,NA,15000,No,2,NA,No,3,18,30,More,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,21 days after basal application,NA,In the hole of the planting station,NA,20.3,13.7,No,Don't know where to buy one,NA,Yes,Yes,200,No,NA,No,NA,Hybrid,1 seed,35,80,Yes,Yes,Pigeon Peas,NA,No,Yes,Very concerned,Fertilizer is expensive so subsidy fertilizer help us to meet our needs,Yes,Not sure,NA,No,NA,NA,NA,NA,NA,Yes,Yes,Unhealthy,NA,It depends on fertilizer to produce enough,Apply manure,NA,NA,e6660096-66d4-4728-9198-d2ccc8a7a443
2024-07-31T09:07:14Z,2024-07-31T09:22:13Z,2024-07-31,Yes,Giya,Somba2,Somba,Female,47,No,Primary,More than 5 years,Yes,chickens cows,1,1,0,0,0,0,Yes,NA,1,1,Rain-fed,Yes,Both,1.5,1,50000,15000,Yes,NA,NA,1.5,1,65000,15000,Yes,NA,NA,Yes,5,18,36,More,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,21 days after basal application,NA,In the hole of the planting station,NA,7.899999999999999,4.799999999999999,Yes,Don't know where to buy one,NA,Yes,Yes,50,No,NA,No,NA,Hybrid,1 seed,29,79,Yes,Yes,Pigeon Peas,NA,No,Yes,Very concerned,Fertilizer is not affordable right now we do depend on subsidy fertilizer,Yes,Not sure,NA,Yes,Manure from own livestock,Apply in planting stations before planting,No,NA,NA,Yes,Yes,Moderately healthy,NA,Depends on fertilizer to produce,Continue applying fertilizer,No,NA,9bc04d92-8fa4-4eb7-8913-8a0a4da0f73e
2024-07-31T08:57:10Z,2024-07-31T09:06:46Z,2024-07-31,Yes,Giya,Somba 2,Somba,Female,41,No,Primary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,3,3,Rain-fed,Yes,Both,2.5,0,85000,NA,Yes,NA,NA,2.5,0,85000,NA,Yes,NA,NA,Yes,10,7,18,More,Yes,Hands,NA,NA,NA,NA,NA,At the same time,Twice,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,2,1,21 days after germination,NA,In the hole of the planting station,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Don't know where to buy one,NA,Yes,Yes,100,No,NA,No,NA,Hybrid,1 seed,30,90,Yes,Yes,Beans,NA,No,No,Very concerned,"We can't afford fertilizer is expensive, at least subsidy fertilizer is affordable",Yes,Not sure,NA,No,NA,NA,NA,NA,NA,Not sure,Yes,Unhealthy,NA,Its sand soil depends on fertilizer to produce,Apply manure,NA,NA,742fbca1-4363-4788-91fd-71a0dae61988
2024-07-31T08:35:28Z,2024-07-31T08:55:25Z,2024-07-31,Yes,Giya,Somba 2,Somba,Female,79,No,Primary,More than 5 years,Yes,cows chickens,1,1,0,0,0,0,Yes,NA,1,1,Rain-fed,Yes,Both,1,1,NA,15000,Yes,NA,1,1,1,NA,15000,Yes,NA,1,Yes,7,20,23,More,Yes,Other,Recommended application tool from agricultural office,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,21 days after basal application,NA,In the hole of the planting station,NA,2.6999999999999993,0.8999999999999986,Yes,Don't know where to buy one,NA,Yes,Yes,150,No,NA,No,NA,Hybrid,1 seed,27,78,No,Yes,Pigeon Peas,NA,No,Yes,Very concerned,Fertilizer is expensive,Yes,Not sure,NA,Yes,Manure from own livestock,Apply in planting stations before planting,No,NA,NA,Yes,Yes,Unhealthy,NA,Because it depends on fertilizer to do good,Manure application,No,NA,a6dbcb54-372e-41fe-af94-986943facfeb
2024-07-31T08:40:53Z,2024-07-31T11:01:13Z,2024-07-31,Yes,Mpemba,Pemba,Nsomba,Female,52,Yes,Primary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,1.5,1.5,Both,Yes,Both,0,0,NA,NA,No,1,NA,0,0,NA,NA,No,1,NA,Yes,1,10,15,More,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,In the middle of two planting stations,NA,28 days after basal application,NA,In the middle of two planting stations,NA,14.7,10.5,No,Other,I have no idea of their existence,Yes,Yes,500,No,NA,No,NA,Hybrid,1 seed,55,90,Yes,Yes,Other,Pumpkin,No,No,Very concerned,We are used to coupons and we can't afford to buy fertilizer without coupons,No,Yes,Remove the program and lowering the price so that everyone can manage,Yes,Manure from own livestock,Apply between the the ridges before making the ridges,Yes,Attracts pests,NA,No,Yes,Very healthy,NA,When everything is applied it produces more maize,Applying manure and chemicals fertilizer,Thanking us for our visit,NA,997267d3-243f-46b8-835c-b05685289d83
2024-07-31T09:05:29Z,2024-07-31T11:01:23Z,2024-07-31,Yes,Mpemba,Pemba,Nsomba,Female,58,Yes,Primary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,4,4,Both,Yes,Both,0.5,0,22500,NA,No,2,2,0.5,0,22500,NA,No,2,2,Yes,1,20,25,More,Yes,"Metal bottle top without the lining (e.g., Fanta, Coca Cola, etc.)",NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,Close (ca. 10cm) to the planting station,NA,21 days after basal application,NA,Close (ca. 10cm) to the planting station,NA,6.800000000000001,5.199999999999999,Yes,Don't know where to buy one,NA,Yes,Yes,500,No,NA,No,NA,Hybrid,2 seeds,35,68.5,Yes,Yes,Pigeon Peas,NA,No,No,Not concerned at all,Maybe they might lower the prices of fertilizer,Yes,Yes,Increase the number of people  to be receiving coupons,Yes,Manure from own livestock,Mix with chemical fertilizers and apply,No,NA,NA,No,Yes,Moderately healthy,NA,It depend on chemical fertilizer to produce more,Applying fertilizer,No,NA,fd26fc48-ceff-4ddc-a5ac-72a5616719cd
2024-07-31T09:26:26Z,2024-07-31T11:01:31Z,2024-07-31,Yes,Mpemba,Pemba,Nsomba,Female,29,Yes,Primary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,2,1,Rain-fed,Yes,Both,1,0,15000,NA,No,2,2,1,0,15000,NA,No,2,1,Yes,1,4,6,More,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14 days after germination,NA,Close (ca. 10cm) to the planting station,NA,21 days after basal application,NA,Close (ca. 10cm) to the planting station,NA,16.4,10,No,Don't know where to buy one,NA,Yes,Yes,200,No,NA,No,NA,Hybrid,2 seeds,38,57,Yes,Yes,Beans,NA,Yes,No,Very concerned,Its difficult to buy because of the prices in the market,Not sure,Not sure,NA,Yes,Manure from own livestock,Mix with chemical fertilizers and apply,No,NA,NA,Not sure,Yes,Very unhealthy,NA,Depends on the application of fertilizer to yield more,Applying manure,No,NA,5341f919-4ca5-48cf-bf69-2d2206c64cfe
2024-07-31T09:42:38Z,2024-07-31T11:01:39Z,2024-07-31,Yes,Mpemba,Pemba,Nsomba,Female,34,Yes,Primary,More than 5 years,Yes,chickens,0,1,0,0,0,0,Yes,NA,1,1,Rain-fed,Yes,Both,0.4,0,20000,NA,No,1,NA,0.2,0,16000,NA,No,1,NA,No,2,7,10,More,Yes,Hands,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soon after germination,NA,Close (ca. 10cm) to the planting station,NA,21 days after basal application,NA,Close (ca. 10cm) to the planting station,NA,12.5,9.7,Yes,Don't know where to buy one,NA,Yes,Yes,100,No,NA,No,NA,Hybrid,2 seeds,36,58,Yes,Yes,Other,Cassava,No,No,Neutral,I have not been receiving coupon for the past 3 years,Yes,Yes,By lowering the prices of fertilizer,Yes,Manure from own livestock,Mix with chemical fertilizers and apply,Yes,Not able to buy/produce enough,NA,No,Yes,Very healthy,NA,If fertilizer is applied properly we manage to harvest more,Applying manure,No,NA,49f2cea0-f706-44dd-887c-709a8cea631f
2024-07-31T09:58:25Z,2024-07-31T11:01:48Z,2024-07-31,Yes,Mpemba,Pemba,Nsomba,Female,45,Yes,None,More than 5 years,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,1.5,1.5,Rain-fed,Yes,Both,0.3,0,15000,NA,No,1.5,1,0.2,0,10000,NA,No,1.5,NA,Yes,0.5,5,6,More,Yes,Hands,NA,NA,NA,NA,NA,At the same time,Once,14 days after germination,NA,Close (ca. 10cm) to the planting station,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Don't know where to buy one,NA,Yes,Yes,200,No,NA,No,NA,Local variety,3 seeds,39,90,Yes,Yes,Pigeon Peas,NA,No,No,Very concerned,It difficult to buy fertilizer due to the prices in the market,No,Not sure,NA,Yes,Buying manure,Apply between the the ridges before making the ridges,No,NA,NA,No,Yes,Moderately healthy,NA,Because it depend on fertilizer to produce more,Applying manure,No,NA,222fe845-0626-4219-bc33-e3c00b7e41d5
2024-07-31T08:36:34Z,2024-07-31T08:58:07Z,2024-07-31,Yes,Jiya,Kantukule,Somba,Female,74,Yes,Primary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,1,1,Rain-fed,Yes,Both,1,0,65,NA,No,3.5,2,1,0,65,NA,No,3.5,2,Yes,3,4,15,Same,Yes,Teaspoon,NA,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,21 days after basal application,NA,In the hole of the planting station,NA,11.5,6.599999999999998,Yes,Had one and lost it,NA,Yes,Yes,500,Yes,In the shops that sell fertiliser,No,NA,Hybrid,1 seed,25,75,No,Yes,Beans,NA,Yes,No,Not concerned at all,Because they removed us from the list long time ago,No,No,NA,Yes,Manure from own livestock,Apply between the the ridges before making the ridges,No,NA,NA,No,No,Moderately healthy,NA,Because its dependent on manure,"Application of manure, burring crop waste and prevent setting fire in the farm field",NA,NA,83544408-5db6-4a26-ba2c-155a8138ed42
2024-07-31T09:00:04Z,2024-07-31T09:16:05Z,2024-07-31,Yes,Jiya,Somba,Somba,Male,53,Yes,Secondary,More than 5 years,Yes,cows,1,0,0,0,0,0,Yes,NA,0.7,0.7,Rain-fed,Yes,Both,0.5,0,38000,NA,No,1,1,0.5,0,38000,NA,No,1,1,Yes,5,14,20,Same,Yes,Other,1 acre cups,NA,NA,NA,NA,At different times,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 days after germination,NA,In the hole of the planting station,NA,21 days after basal application,NA,In the hole of the planting station,NA,9.5,4.299999999999999,Yes,Other,Never had them,Yes,Yes,500,No,NA,No,NA,OPV (Open Pollinated Varieties),1 seed,25,75,No,Yes,Pigeon Peas,NA,No,No,Not concerned at all,Because we will find a way,No,No,NA,Yes,Manure from own livestock,Apply between the the ridges before making the ridges,Yes,Other,If applied when they are still hot they can destroy crops,No,No,Very unhealthy,NA,Because it is dependent of organic fertiliser,Continue application of manure,The government should try and reach the farms that really needs help especially interms of fertiliser,NA,4b375344-efd5-400a-a38e-a2e956660caa
